*Компания*;*Телефон компаний*;*Сайт компаний*;*Данные из регистра*
*FutureMix Oy *;*0405585853*;*-*;*{Kaupparekisteri   Rekisterissä   30.12.2011  |Verohallinnon perustiedot   Rekisterissä   03.01.2012  |Ennakkoperintärekisteri   Rekisterissä   30.11.2011  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   23.11.2011  |}*
*Gametown Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   16.08.2011  |Verohallinnon perustiedot   Rekisterissä   24.08.2011  |}*
*Gamga Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   24.07.1997  |Verohallinnon perustiedot   Rekisterissä   01.08.1997  |Ennakkoperintärekisteri   Rekisterissä   01.08.1997  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.06.1997  |}*
*Gapps Devices Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   05.08.2014  |Verohallinnon perustiedot   Rekisterissä   11.08.2014  |}*
*GATE21 OY *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   29.01.2004  |Verohallinnon perustiedot   Rekisterissä   15.12.2003  |Ennakkoperintärekisteri   Rekisterissä   01.03.2007  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   04.11.2003  |}*
*Ape Gelato *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   17.05.2017  |Verohallinnon perustiedot   Rekisterissä   13.06.2017  |Ennakkoperintärekisteri   Rekisterissä   15.05.2017  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   15.05.2017  |}*
*Bene Gene Diagnostics *;*-*;*-*;*{Verohallinnon perustiedot   Rekisterissä   29.03.2001  |}*
*Genmaster Oy *;*0400505000*;*-*;*{Kaupparekisteri   Rekisterissä   18.06.1998  |Verohallinnon perustiedot   Rekisterissä   12.08.1998  |Ennakkoperintärekisteri   Rekisterissä   10.02.2000  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   26.10.1998  |}*
*Geofin Oy *;*-*;*www.geofin.fi*;*{Kaupparekisteri   Rekisterissä   08.11.2007  |Verohallinnon perustiedot   Rekisterissä   19.12.2007  |Ennakkoperintärekisteri   Rekisterissä   01.11.2007  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.11.2007  |Työnantajarekisteri   Rekisterissä   01.11.2007  |}*
*Gerocon Oy *;*040-7244604*;*-*;*{Kaupparekisteri   Rekisterissä   02.09.1987  |Verohallinnon perustiedot   Rekisterissä   04.11.1987  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.01.2003  |}*
*GfPA Finland Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   11.09.2000  |Verohallinnon perustiedot   Rekisterissä   01.11.2000  |Ennakkoperintärekisteri   Rekisterissä   01.01.2017  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.01.2012  |}*
*GG-Globalgraph Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   09.11.1994  |Verohallinnon perustiedot   Rekisterissä   14.12.1994  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.09.1994  |}*
*Andreas Data *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   29.12.1989  |Verohallinnon perustiedot   Rekisterissä   01.01.1998  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |}*
*Gimex Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   14.06.1989  |Verohallinnon perustiedot   Rekisterissä   31.08.1988  |}*
*GJ Fashion Oy *;*-*;*www.garciajeans.com*;*{Kaupparekisteri   Rekisterissä   22.01.2015  |Verohallinnon perustiedot   Rekisterissä   12.02.2015  |Ennakkoperintärekisteri   Rekisterissä   04.03.2015  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   12.01.2015  |}*
*GK Training OY *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   24.08.1994  |Verohallinnon perustiedot   Rekisterissä   01.06.1994  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.06.1994  |}*
*Glenair Oy *;*0405354936*;*www.glenair.se*;*{Kaupparekisteri   Rekisterissä   30.05.2000  |Verohallinnon perustiedot   Rekisterissä   19.05.2000  |Ennakkoperintärekisteri   Rekisterissä   19.04.2000  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   21.03.2000  |Työnantajarekisteri   Rekisterissä   01.05.2000  |}*
*Gliffa Oy *;*+358440514999*;*-*;*{Kaupparekisteri   Rekisterissä   01.09.2008  |Verohallinnon perustiedot   Rekisterissä   02.09.2008  |}*
*Glowdia Oy *;*044-0703682*;*www.glowdia.fi*;*{Kaupparekisteri   Rekisterissä   12.03.2018  |Verohallinnon perustiedot   Rekisterissä   12.03.2018  |Ennakkoperintärekisteri   Rekisterissä   05.03.2018  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   05.03.2018  |}*
*Goodkarma Imports Oy *;*050-303 4656*;*www.reloadshop.fi*;*{Kaupparekisteri   Rekisterissä   26.03.2009  |Verohallinnon perustiedot   Rekisterissä   30.03.2009  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.06.2014  |}*
*GPUdistributed Oy *;*+358401741672*;*-*;*{Kaupparekisteri   Rekisterissä   16.06.2017  |Verohallinnon perustiedot   Rekisterissä   16.06.2017  |Ennakkoperintärekisteri   Rekisterissä   12.06.2017  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   12.06.2017  |}*
*Graafisen suunnittelun toimisto Miks ei Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   10.09.1999  |Verohallinnon perustiedot   Rekisterissä   27.10.1999  |Ennakkoperintärekisteri   Rekisterissä   12.10.1999  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.09.1999  |}*
*Gradus Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   11.11.1987  |Verohallinnon perustiedot   Rekisterissä   15.03.1988  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   19.08.2010  |}*
*Fabula Grata *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   12.03.2002  |Verohallinnon perustiedot   Rekisterissä   12.02.2002  |}*
*AB Green Fortune Plantwall Oy Ltd *;*0400 600549*;*www.greenfortune.com*;*{Kaupparekisteri   Rekisterissä   05.05.2009  |Verohallinnon perustiedot   Rekisterissä   07.05.2009  |Ennakkoperintärekisteri   Rekisterissä   07.04.2009  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.04.2009  |}*
*Green Elephant Oy *;*-*;*www.estere.pannetier.com*;*{Kaupparekisteri   Rekisterissä   20.01.2016  |Verohallinnon perustiedot   Rekisterissä   21.01.2016  |Ennakkoperintärekisteri   Rekisterissä   01.01.2016  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.01.2016  |}*
*Greivest Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   28.08.1986  |Verohallinnon perustiedot   Rekisterissä   22.12.1986  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.06.1994  |Arvonlisäverovelvollisuus   Kiinteistön käyttöoikeuden luovuttamisesta   04.12.1996  |}*
*GRT Marketing Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   19.12.1997  |Verohallinnon perustiedot   Rekisterissä   12.01.2000  |}*
*Gumman Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   16.01.1991  |Verohallinnon perustiedot   Rekisterissä   25.06.1991  |}*
*H. Borgström Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   13.07.1994  |Verohallinnon perustiedot   Rekisterissä   25.02.1994  |Ennakkoperintärekisteri   Rekisterissä   04.09.2012  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.01.2011  |}*
*Habileo Oy *;*0405789475*;*-*;*{Kaupparekisteri   Rekisterissä   29.06.1990  |Verohallinnon perustiedot   Rekisterissä   05.12.1990  |}*
*HaKo Suunnittelu Oy *;*0456734555*;*-*;*{Kaupparekisteri   Rekisterissä   06.03.2014  |Verohallinnon perustiedot   Rekisterissä   06.03.2014  |Ennakkoperintärekisteri   Rekisterissä   21.02.2014  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   21.02.2014  |}*
*Hallaus Oy *;*0442085685*;*www.hallausoy.fi*;*{Kaupparekisteri   Rekisterissä   25.01.2012  |Verohallinnon perustiedot   Rekisterissä   27.01.2012  |Ennakkoperintärekisteri   Rekisterissä   01.02.2012  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.02.2012  |}*
*Halvat Hinnat Verkkokauppa Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   31.12.2010  |Verohallinnon perustiedot   Rekisterissä   10.01.2011  |}*
*Haminan atk-myynti.net Oy *;*0445839266*;*-*;*{Kaupparekisteri   Rekisterissä   01.09.2005  |Verohallinnon perustiedot   Rekisterissä   30.08.2005  |}*
*HHCS Handheld Finland Oy *;*-*;*www.handheldfinland.com*;*{Kaupparekisteri   Rekisterissä   02.02.2007  |Verohallinnon perustiedot   Rekisterissä   05.02.2007  |Ennakkoperintärekisteri   Rekisterissä   18.01.2007  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   10.01.2007  |Työnantajarekisteri   Rekisterissä   10.01.2007  |}*
*Hanhi Management Oy *;*0400531366*;*www.hanhi.fi*;*{Kaupparekisteri   Rekisterissä   24.11.2011  |Verohallinnon perustiedot   Rekisterissä   25.11.2011  |Ennakkoperintärekisteri   Rekisterissä   10.10.2011  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.10.2011  |Työnantajarekisteri   Rekisterissä   01.11.2011  |}*
*Kiinteistö Oy Hankasalmen Vastahanka *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   17.07.1986  |Verohallinnon perustiedot   Rekisterissä   19.03.1986  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |}*
*HannaH Agency Oy *;*+358445764911*;*-*;*{Kaupparekisteri   Rekisterissä   07.12.2015  |Verohallinnon perustiedot   Rekisterissä   07.12.2015  |Ennakkoperintärekisteri   Rekisterissä   30.11.2015  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   30.11.2015  |}*
*Oy Hannes-Textile Ab *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   10.10.1975  |Verohallinnon perustiedot   Rekisterissä   15.03.1978  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.06.1994  |Työnantajarekisteri   Rekisterissä   01.01.1979  |}*
*Hansaset Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   02.12.2009  |Verohallinnon perustiedot   Rekisterissä   03.12.2009  |Ennakkoperintärekisteri   Rekisterissä   28.12.2010  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   17.12.2010  |Arvonlisäverovelvollisuus   Kiinteistön käyttöoikeuden luovuttamisesta   27.04.2018  |}*
*HanTech Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   24.09.2010  |Verohallinnon perustiedot   Rekisterissä   07.10.2010  |Ennakkoperintärekisteri   Rekisterissä   03.09.2010  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   03.09.2010  |}*
*Happy Dragon *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   12.10.2017  |Verohallinnon perustiedot   Rekisterissä   12.10.2017  |}*
*Happy Spiders Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   25.11.1982  |Verohallinnon perustiedot   Rekisterissä   12.01.1984  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.06.1994  |Arvonlisäverovelvollisuus   Kiinteistön käyttöoikeuden luovuttamisesta   06.05.2002  |}*
*Haptik Oy *;*0407442985*;*www.haptik.fi*;*{Kaupparekisteri   Rekisterissä   24.11.2016  |Verohallinnon perustiedot   Rekisterissä   05.12.2016  |Ennakkoperintärekisteri   Rekisterissä   09.11.2016  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   09.11.2016  |Työnantajarekisteri   Rekisterissä   09.11.2016  |}*
*Harry Schach Trading Oy *;*040 779 6433*;*-*;*{Kaupparekisteri   Rekisterissä   08.04.1987  |Verohallinnon perustiedot   Rekisterissä   28.09.1987  |Ennakkoperintärekisteri   Rekisterissä   28.07.2016  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   26.07.2016  |}*
*Kiinteistö Oy Hartolan Keskustie 52 *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   03.12.1986  |Verohallinnon perustiedot   Rekisterissä   13.01.1988  |Arvonlisäverovelvollisuus   Kiinteistön käyttöoikeuden luovuttamisesta   01.04.2017  |}*
*Havana Gila Oy *;*0400 681 692*;*-*;*{Kaupparekisteri   Rekisterissä   13.02.1991  |Verohallinnon perustiedot   Rekisterissä   03.04.1991  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.06.1994  |Työnantajarekisteri   Rekisterissä   01.03.1991  |}*
*HCN-Viesti Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   31.12.1993  |Verohallinnon perustiedot   Rekisterissä   24.09.1993  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.06.1994  |Työnantajarekisteri   Rekisterissä   01.01.2008  |}*
*Heat Point Oy *;*040 7430 998*;*-*;*{Kaupparekisteri   Rekisterissä   01.12.2003  |Verohallinnon perustiedot   Rekisterissä   25.11.2003  |Ennakkoperintärekisteri   Rekisterissä   01.01.2004  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.01.2004  |}*
*Heatfysio Oy *;*0503731072*;*www.heatfysio.fi*;*{Kaupparekisteri   Rekisterissä   30.11.2011  |Verohallinnon perustiedot   Rekisterissä   30.11.2011  |Ennakkoperintärekisteri   Rekisterissä   09.11.2011  |Työnantajarekisteri   Rekisterissä   01.08.2013  |}*
*Hece Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   24.11.1997  |Verohallinnon perustiedot   Rekisterissä   02.09.1997  |Ennakkoperintärekisteri   Rekisterissä   01.09.1997  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.09.1997  |Työnantajarekisteri   Rekisterissä   01.03.2008  |}*
*Hedra Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   25.08.2000  |Verohallinnon perustiedot   Rekisterissä   06.09.2000  |Ennakkoperintärekisteri   Rekisterissä   16.02.2001  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.12.2003  |}*
*Heidom Oy *;*0400450802*;*-*;*{Kaupparekisteri   Rekisterissä   25.10.2019  |Verohallinnon perustiedot   Rekisterissä   28.10.2019  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.11.2019  |}*
*HeiJuha Oy *;*0401989088*;*-*;*{Kaupparekisteri   Rekisterissä   16.12.1992  |Verohallinnon perustiedot   Rekisterissä   07.01.1993  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   09.06.2019  |Työnantajarekisteri   Rekisterissä   09.06.2019  |}*
*Heikkinen Capital Oy *;*-*;*oheistarvike.fi*;*{Kaupparekisteri   Rekisterissä   28.08.2017  |Verohallinnon perustiedot   Rekisterissä   28.08.2017  |}*
*Helena Trading Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   05.09.1985  |Verohallinnon perustiedot   Rekisterissä   20.01.1986  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.06.1994  |}*
*Helenews Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   15.12.1993  |Verohallinnon perustiedot   Rekisterissä   09.02.1994  |}*
*Helmijaana Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   22.09.2000  |Verohallinnon perustiedot   Rekisterissä   02.08.2000  |Ennakkoperintärekisteri   Rekisterissä   02.08.2000  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.07.2000  |}*
*Helsingin Automaatio ja Sähkö Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   18.10.1984  |Verohallinnon perustiedot   Rekisterissä   04.03.1985  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.06.1994  |}*
*Mediapuhelin Group Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   08.11.1996  |Verohallinnon perustiedot   Rekisterissä   05.11.1996  |Ennakkoperintärekisteri   Rekisterissä   17.12.1996  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.11.1996  |}*
*Helsingin Metalli ja Rauta Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   10.03.1961  |Verohallinnon perustiedot   Rekisterissä   15.03.1978  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.06.1994  |}*
*Helsingin Saattokuljetus Oy *;*0400 452778*;*www.saattokuljetus.fi*;*{Kaupparekisteri   Rekisterissä   12.06.1986  |Verohallinnon perustiedot   Rekisterissä   19.11.1986  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.06.1994  |}*
*Helsinki Broadcast Systems Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   12.10.2010  |Verohallinnon perustiedot   Rekisterissä   13.10.2010  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.10.2010  |}*
*Helsinki Deli Piste Oy *;*+358403705077*;*www.weboy.fi*;*{Kaupparekisteri   Rekisterissä   13.02.2015  |Verohallinnon perustiedot   Rekisterissä   13.02.2015  |}*
*Hemmlook Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   10.06.1987  |Verohallinnon perustiedot   Rekisterissä   18.08.1987  |}*
*Hensten Oy *;*0400 644 000*;*-*;*{Kaupparekisteri   Rekisterissä   05.12.2007  |Verohallinnon perustiedot   Rekisterissä   04.12.2007  |Ennakkoperintärekisteri   Rekisterissä   01.12.2007  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.12.2007  |Työnantajarekisteri   Rekisterissä   01.01.2008  |}*
*Tmi Gloria H Lounasravintola *;*-*;*-*;*{Verohallinnon perustiedot   Rekisterissä   27.03.2002  |}*
*Heukku Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   03.02.1993  |Verohallinnon perustiedot   Rekisterissä   03.03.1994  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |}*
*Hevilum Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   04.11.2014  |Verohallinnon perustiedot   Rekisterissä   06.11.2014  |Ennakkoperintärekisteri   Rekisterissä   01.11.2014  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.11.2014  |}*
*Hexatech Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   03.07.2018  |Verohallinnon perustiedot   Rekisterissä   03.07.2018  |Ennakkoperintärekisteri   Rekisterissä   27.06.2018  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   27.06.2018  |Työnantajarekisteri   Rekisterissä   01.07.2018  |}*
*Hicare Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   16.05.2018  |Verohallinnon perustiedot   Rekisterissä   16.05.2018  |Ennakkoperintärekisteri   Rekisterissä   15.05.2018  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   15.05.2018  |Työnantajarekisteri   Rekisterissä   01.08.2018  |}*
*Hihnalan Korjaamo ja koneistus Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   05.10.1994  |Verohallinnon perustiedot   Rekisterissä   05.05.1994  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.06.1994  |Työnantajarekisteri   Rekisterissä   01.04.1994  |}*
*Hip'it Yhtiöt Oy *;*0400581362*;*-*;*{Kaupparekisteri   Rekisterissä   07.11.1990  |Verohallinnon perustiedot   Rekisterissä   30.01.1991  |Ennakkoperintärekisteri   Rekisterissä   04.10.2004  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.06.1994  |}*
*Hirvikoski Consulting Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   04.08.1983  |Verohallinnon perustiedot   Rekisterissä   19.10.1983  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.06.1994  |}*
*Hites Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   10.05.1995  |Verohallinnon perustiedot   Rekisterissä   23.11.1994  |Ennakkoperintärekisteri   Rekisterissä   11.05.2016  |}*
*HKH Group Oy *;*-*;*www.hkhgroup.fi*;*{Kaupparekisteri   Rekisterissä   26.01.2016  |Verohallinnon perustiedot   Rekisterissä   28.01.2016  |Ennakkoperintärekisteri   Rekisterissä   29.12.2015  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   29.12.2015  |}*
*HL-Elec Oy *;*0505905434*;*-*;*{Kaupparekisteri   Rekisterissä   07.03.2005  |Verohallinnon perustiedot   Rekisterissä   02.03.2005  |Ennakkoperintärekisteri   Rekisterissä   01.03.2005  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.03.2005  |Työnantajarekisteri   Rekisterissä   01.04.2005  |}*
*HMP Home Management Products Oy *;*+358409641207*;*-*;*{Kaupparekisteri   Rekisterissä   19.01.1994  |Verohallinnon perustiedot   Rekisterissä   14.02.1994  |Ennakkoperintärekisteri   Rekisterissä   12.01.2011  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   12.01.2011  |}*
*hoitajakutsu.fi Oy *;*045 2795990*;*www.hoitajakutsu.fi*;*{Kaupparekisteri   Rekisterissä   11.02.2010  |Verohallinnon perustiedot   Rekisterissä   12.02.2010  |Ennakkoperintärekisteri   Rekisterissä   01.02.2010  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.02.2010  |}*
